,loss,accuracy,val_loss,val_accuracy
0,0.5214498043060303,0.8079673051834106,0.6972383856773376,0.779365062713623
1,0.17148247361183167,0.939393937587738,0.20185403525829315,0.9285714030265808
2,0.11609289050102234,0.9605039358139038,0.15544764697551727,0.9404761791229248
3,0.08430461585521698,0.9758256673812866,0.15617184340953827,0.9460317492485046
4,0.05264190956950188,0.9839972853660583,0.1412438005208969,0.9492063522338867
5,0.04349059984087944,0.9863806366920471,0.1408950388431549,0.9515873193740845
6,0.036842264235019684,0.9880830645561218,0.1829851120710373,0.938095211982727
7,0.02546904981136322,0.9952332377433777,0.155998095870018,0.946825385093689
8,0.021099822595715523,0.9955736994743347,0.154850572347641,0.9444444179534912
9,0.015454007312655449,0.9972761273384094,0.16555944085121155,0.9515873193740845
10,0.015368577092885971,0.9959142208099365,0.15806353092193604,0.9547619223594666
11,0.012205909006297588,0.9969356656074524,0.16258804500102997,0.9539682269096375
12,0.009585455060005188,0.9979571104049683,0.17310793697834015,0.949999988079071
13,0.011423185467720032,0.9976165890693665,0.18140487372875214,0.949999988079071
14,0.012338587082922459,0.9979571104049683,0.17061784863471985,0.9571428298950195
