,loss,accuracy,val_loss,val_accuracy
0,0.1230715811252594,0.966232419013977,0.01294707227498293,0.9959487915039062
1,0.007781675551086664,0.9981585741043091,0.005695665720850229,0.9981585741043091
2,0.004732009023427963,0.9988721013069153,0.003928394056856632,0.9986189007759094
3,0.0023161389399319887,0.999470591545105,0.0035698493011295795,0.9988030791282654
4,0.0015849143965169787,0.9997698068618774,0.0037349627818912268,0.9988030791282654
5,0.001459543127566576,0.9996777176856995,0.003528025932610035,0.9988030791282654
6,0.0018045100150629878,0.9995856881141663,0.00321521726436913,0.9989871978759766
7,0.000944310799241066,0.9997928142547607,0.0028500338084995747,0.9991713762283325
8,0.0010913864243775606,0.9997698068618774,0.003313549095764756,0.9991713762283325
9,0.0010824953205883503,0.9997467994689941,0.0032660355791449547,0.9989871978759766
10,0.0008066832670010626,0.9997928142547607,0.0029238793067634106,0.9989871978759766
11,0.000998371746391058,0.9997007846832275,0.0028564685489982367,0.9990792870521545
12,0.0006712997565045953,0.999907910823822,0.0033759267535060644,0.9989871978759766
13,0.00046985544031485915,0.9999309182167053,0.0026804020162671804,0.9991713762283325
14,0.0006929819937795401,0.9997467994689941,0.0027375100180506706,0.9991713762283325
