,loss,accuracy,val_loss,val_accuracy
0,0.2520447373390198,0.9280913472175598,0.3670715093612671,0.8862903714179993
1,0.022261187434196472,0.9931635856628418,0.1092800498008728,0.9648283123970032
2,0.01017933152616024,0.9972608685493469,0.029448190703988075,0.9902403354644775
3,0.007894079200923443,0.9978362917900085,0.015499025583267212,0.9954884648323059
4,0.005229395814239979,0.9986419081687927,0.01423565112054348,0.9954884648323059
5,0.004130967892706394,0.9987339973449707,0.00903945229947567,0.9971457719802856
6,0.0022979755885899067,0.9994245171546936,0.00722999544814229,0.9980664849281311
7,0.002664957894012332,0.9992403984069824,0.006191608030349016,0.9977902770042419
8,0.0017017062054947019,0.9996317028999329,0.0049858675338327885,0.9983426928520203
9,0.001595172332599759,0.9996317028999329,0.0056944661773741245,0.9985268115997314
10,0.001483005122281611,0.9996547102928162,0.005454047117382288,0.9982506036758423
11,0.0016252872301265597,0.999562680721283,0.006772893480956554,0.9979743957519531
12,0.0013321510050445795,0.9997007846832275,0.006577339489012957,0.9980664849281311
13,0.0015504652401432395,0.999470591545105,0.008362701162695885,0.9977902770042419
14,0.0013005811488255858,0.9995396137237549,0.005963532719761133,0.9983426928520203
