,loss,accuracy,val_loss,val_accuracy
0,0.7097510099411011,0.7351870536804199,0.284227579832077,0.897376537322998
1,0.24844810366630554,0.9159218668937683,0.22945310175418854,0.9228395223617554
2,0.13736729323863983,0.9589539766311646,0.21180009841918945,0.9266975522041321
3,0.09315114468336105,0.9715325832366943,0.20645470917224884,0.9282407164573669
4,0.07194957137107849,0.9808010458946228,0.19439977407455444,0.9351851940155029
5,0.04373244568705559,0.989407479763031,0.20563599467277527,0.9336419701576233
6,0.037272680550813675,0.987752377986908,0.20617449283599854,0.9398148059844971
7,0.025568656623363495,0.9950347542762756,0.20946140587329865,0.9398148059844971
8,0.026090852916240692,0.9953657984733582,0.20948445796966553,0.9429012537002563
9,0.015509462915360928,0.9966898560523987,0.2285071462392807,0.9359567761421204
10,0.014389453455805779,0.9953657984733582,0.22971108555793762,0.9390432238578796
11,0.013844800181686878,0.9956967830657959,0.22137326002120972,0.9344135522842407
12,0.018825823441147804,0.9956967830657959,0.25068575143814087,0.9398148059844971
13,0.008843416348099709,0.9996689558029175,0.22083167731761932,0.9421296119689941
14,0.011037280783057213,0.9980139136314392,0.2219497561454773,0.9452160596847534
